X_variable,meaning ,kernel ridge margins,linear regression coefficients,difference
X_0,frequency level of Little Socket,358391135.0128328,1008991682.6076103,650600547.5947776
X_1,Core 0 state,-55218601.661214955,2269347511.2771297,2324566112.9383445
X_2,Core 1 state,300204910.4703489,2489757084.4162264,2189552173.9458776
X_3,Core 2 state,1143296516.4597847,1529200364.6708114,385903848.21102667
X_4,Core 3 state,-960980385.4522748,2001653223.458452,2962633608.9107265
X_5,Core 4 state,63988272.50466162,1358034862.678526,1294046590.1738644
X_6,Core 5 state,-2352950829.446074,2116477916.0939243,4469428745.539998
X_7,Medium Socket or core 6 frequency,699302189.3879458,1777130482.3828113,1077828292.9948654
X_8,Big Socket or core 7 frequency,1734586059.3456295,841070691.5499505,893515367.795679


 Ordered by kernel ridge coefficients, higher is better 
 X_variable,meaning ,kernel ridge margins,linear regression coefficients,difference
X_8,Big Socket or core 7 frequency,1734586059.3456295,841070691.5499505,893515367.795679
X_3,Core 2 state,1143296516.4597847,1529200364.6708114,385903848.21102667
X_7,Medium Socket or core 6 frequency,699302189.3879458,1777130482.3828113,1077828292.9948654
X_0,frequency level of Little Socket,358391135.0128328,1008991682.6076103,650600547.5947776
X_2,Core 1 state,300204910.4703489,2489757084.4162264,2189552173.9458776
X_5,Core 4 state,63988272.50466162,1358034862.678526,1294046590.1738644
X_1,Core 0 state,-55218601.661214955,2269347511.2771297,2324566112.9383445
X_4,Core 3 state,-960980385.4522748,2001653223.458452,2962633608.9107265
X_6,Core 5 state,-2352950829.446074,2116477916.0939243,4469428745.539998


 Ordered by linear regression coefficients, higher is better 
X_variable,meaning ,kernel ridge margins,linear regression coefficients,difference
X_2,Core 1 state,300204910.4703489,2489757084.4162264,2189552173.9458776
X_1,Core 0 state,-55218601.661214955,2269347511.2771297,2324566112.9383445
X_6,Core 5 state,-2352950829.446074,2116477916.0939243,4469428745.539998
X_4,Core 3 state,-960980385.4522748,2001653223.458452,2962633608.9107265
X_7,Medium Socket or core 6 frequency,699302189.3879458,1777130482.3828113,1077828292.9948654
X_3,Core 2 state,1143296516.4597847,1529200364.6708114,385903848.21102667
X_5,Core 4 state,63988272.50466162,1358034862.678526,1294046590.1738644
X_0,frequency level of Little Socket,358391135.0128328,1008991682.6076103,650600547.5947776
X_8,Big Socket or core 7 frequency,1734586059.3456295,841070691.5499505,893515367.795679


 Ordered by absolute difference, between kernel ridge, and linear coefficients, the first has the maximum non linearity variation  
X_variable,meaning ,kernel ridge margins,linear regression coefficients,difference
X_6,Core 5 state,-2352950829.446074,2116477916.0939243,4469428745.539998
X_4,Core 3 state,-960980385.4522748,2001653223.458452,2962633608.9107265
X_1,Core 0 state,-55218601.661214955,2269347511.2771297,2324566112.9383445
X_2,Core 1 state,300204910.4703489,2489757084.4162264,2189552173.9458776
X_5,Core 4 state,63988272.50466162,1358034862.678526,1294046590.1738644
X_7,Medium Socket or core 6 frequency,699302189.3879458,1777130482.3828113,1077828292.9948654
X_8,Big Socket or core 7 frequency,1734586059.3456295,841070691.5499505,893515367.795679
X_0,frequency level of Little Socket,358391135.0128328,1008991682.6076103,650600547.5947776
X_3,Core 2 state,1143296516.4597847,1529200364.6708114,385903848.21102667
